run,model,dish,path,terms,catalog_hits,free_text,hit_rate,rejected,seconds,error,source_recipe,phoenix_project,measured_at
2026-08-31-mtp,Qwen3.8-27B-Instruct,Quesadillas,recipe,0,4,0,,0,5.6,,,,2026-08-31T17:01:01
2026-08-31-mtp,Qwen3.8-27B-Instruct,Kartoffelsalat,recipe,0,6,2,,0,14.6,,,,2026-08-31T17:01:01
2026-09-01-syv,qwen3.8-27b,Rouladen,chefkoch,10,10,0,1.000,0,7.8,,Rinderrouladen klassisch,,2026-09-01T06:57:07
2026-09-01-syv,qwen3.8-27b,Frikadellen,chefkoch,13,8,5,0.615,0,7.9,,Omas beste Frikadellen,,2026-09-01T06:57:07
2026-09-01-syv,qwen3.8-27b,Grünkohl mit Pinkel,chefkoch,10,7,3,0.700,0,8.4,,Grünkohl mit Pinkel nach Ammerländer Art,,2026-09-01T06:57:07
2026-09-01-syv,qwen3.8-27b,Maultaschen,chefkoch,5,5,0,1.000,0,4.0,,Überbackene Maultaschen,,2026-09-01T06:57:07
2026-09-01-syv,qwen3.8-27b,Semmelknödel,chefkoch,6,6,0,1.000,0,6.8,,Serviettenknödel,,2026-09-01T06:57:07
2026-09-01-syv,qwen3.8-27b,Königsberger Klopse,chefkoch,17,15,1,0.882,0,14.4,,Königsberger Klopse,,2026-09-01T06:57:07
2026-09-01-syv,qwen3.8-27b,Sauerbraten,chefkoch,6,5,1,0.833,0,2.6,,Rindsschmorbraten mit Essig und Rahm,,2026-09-01T06:57:07
2026-09-01-syv,qwen3.8-27b,Rotkohl,chefkoch,7,6,1,0.857,0,10.3,,"Blaukraut oder Rotkohl, klassisch",,2026-09-01T06:57:07
2026-09-01-syv,qwen3.8-27b,Chili con Carne,chefkoch,11,9,2,0.818,1,8.5,,Chili con Carne à la Benjo,,2026-09-01T06:57:07
2026-09-01-syv,qwen3.8-27b,Moussaka,chefkoch,12,12,0,1.000,0,8.3,,Moussaka,,2026-09-01T06:57:07
2026-09-01-syv,qwen3.8-27b,Gnocchi mit Salbeibutter,chefkoch,6,6,0,1.000,0,4.8,,Selbstgemachte Gnocchi in Salbei-Butter,,2026-09-01T06:57:07
2026-09-01-syv,qwen3.8-27b,Shakshuka,chefkoch,7,7,0,1.000,0,4.0,,Shakshuka,,2026-09-01T06:57:07
2026-09-01-syv,qwen3.8-27b,Paella,chefkoch,12,8,4,0.667,0,0.1,,Paella mit Meeresfrüchten,,2026-09-01T06:57:07
2026-09-01-syv,qwen3.8-27b,Quiche Lorraine,chefkoch,6,6,0,1.000,0,5.7,,Majas Quiche Lorraine in verschiedenen Variationen,,2026-09-01T06:57:07
2026-09-01-syv,qwen3.8-27b,Tortilla Espanola,chefkoch,2,2,0,1.000,0,2.3,,Tortilla Espanola,,2026-09-01T06:57:07
2026-09-01-syv,qwen3.8-27b,Pho Bo,chefkoch,18,11,6,0.611,0,14.6,,Pho Bo - Vietnamesische Rindfleischsuppe,,2026-09-01T06:57:07
2026-09-01-syv,qwen3.8-27b,Bibimbap,chefkoch,8,7,1,0.875,0,4.7,,Bibimbap nach Art des Hauses,,2026-09-01T06:57:07
2026-09-01-syv,qwen3.8-27b,Pad Thai,chefkoch,11,7,4,0.636,0,11.3,,Pad Thai,,2026-09-01T06:57:07
2026-09-01-syv,qwen3.8-27b,Ramen,chefkoch,15,11,4,0.733,0,10.3,,Ramen – Japanische Nudelsuppe mit Hühnerbrühe und Schweinefilet,,2026-09-01T06:57:07
2026-09-01-syv,qwen3.8-27b,Tom Kha Gai,chefkoch,13,8,5,0.615,0,14.0,,Tom Kha Gai - die berühmte Hühnersuppe mit Kokosmilch und Galgant,,2026-09-01T06:57:07
2026-09-01-syv,qwen3.8-27b,Massaman Curry,chefkoch,11,10,1,0.909,0,15.5,,Annas Massaman-Curry,,2026-09-01T06:57:07
2026-09-01-syv,qwen3.8-27b,Okonomiyaki,chefkoch,5,4,1,0.800,0,9.8,,Okonomiyaki Osaka-Style,,2026-09-01T06:57:07
2026-09-01-syv,qwen3.8-27b,Gemüselasagne,chefkoch,13,12,1,0.923,0,11.6,,Vegetarische Spinat-Gemüse-Lasagne mit Tomatensoße,,2026-09-01T06:57:07
2026-09-01-syv,qwen3.8-27b,Kichererbsencurry,chefkoch,11,8,3,0.727,0,8.8,,Kichererbsen-Curry Chana Masala,,2026-09-01T06:57:07
2026-09-01-syv,qwen3.8-27b,Linsenbolognese,chefkoch,9,8,1,0.889,0,5.9,,Rote Linsen-Bolognese,,2026-09-01T06:57:07
2026-09-01-syv,qwen3.8-27b,Falafel,chefkoch,8,7,1,0.875,0,7.4,,Hummus bi Tahina,,2026-09-01T06:57:07
2026-09-01-syv,qwen3.8-27b,Chili sin Carne,chefkoch,14,11,3,0.786,0,9.3,,"Vegetarisch-veganes Chili sin Carne ""SuperNova""",,2026-09-01T06:57:07
2026-09-01-syv,qwen3.8-27b,Ofengemüse mit Feta,chefkoch,7,7,0,1.000,0,9.0,,Mediterranes Ofengemüse,,2026-09-01T06:57:07
2026-09-01-syv,qwen3.8-27b,Apfelkuchen,chefkoch,5,5,0,1.000,0,3.2,,Apfelkuchen mit Streuseln,,2026-09-01T06:57:07
2026-09-01-syv,qwen3.8-27b,Käsekuchen,chefkoch,9,8,1,0.889,0,8.1,,Russischer Zupfkuchen,,2026-09-01T06:57:07
2026-09-01-syv,qwen3.8-27b,Pizzateig,chefkoch,6,5,1,0.833,0,7.1,,Knusprig dünne Pizza mit Chorizo und Mozzarella,,2026-09-01T06:57:07
2026-09-01-syv,qwen3.8-27b,Waffeln,chefkoch,7,7,0,1.000,0,3.4,,Geheimes Waffelrezept,,2026-09-01T06:57:07
2026-09-01-syv,qwen3.8-27b,Zwetschgendatschi,chefkoch,8,5,3,0.625,0,5.7,,Zwetschgendatschi mit Butterstreuseln,,2026-09-01T06:57:07
2026-09-01-syv,qwen3.8-27b,Marmorkuchen,chefkoch,10,9,1,0.900,0,5.2,,Marmor-Gugelhupf,,2026-09-01T06:57:07
2026-09-01-syv,qwen3.8-27b,Knoblauchsuppe,chefkoch,8,7,1,0.875,0,5.0,,Knoblauchsuppe mit Parmesan,,2026-09-01T06:57:07
2026-09-01-syv,qwen3.8-27b,Spargel mit Sauce Hollandaise,chefkoch,12,9,3,0.750,0,8.1,,"Spargel mit Sauce Hollandaise, gebratenem Schweinefilet und Kartoffelgratin",,2026-09-01T06:57:07
2026-09-01-syv,qwen3.8-27b,Petersilienpesto,chefkoch,5,4,1,0.800,0,5.3,,Petersilien-Pesto,,2026-09-01T06:57:07
2026-09-01-syv,qwen3.8-27b,Toast Hawaii,chefkoch,5,5,0,1.000,0,5.3,,Hawaii Toast,,2026-09-01T06:57:07
2026-09-01-syv,qwen3.8-27b,Gefüllte Paprika,chefkoch,9,9,0,1.000,0,6.0,,Gefüllte Paprika nach Uroma Susanne,,2026-09-01T06:57:07
2026-09-01-syv,qwen3.8-27b,Lauchkuchen,chefkoch,5,5,0,1.000,0,4.7,,Lauchkuchen vom Blech,,2026-09-01T06:57:07
2026-09-01-syv,qwen3.8-27b,Lasagne,chefkoch,13,12,1,0.923,0,10.9,,Vegetarische Spinat-Gemüse-Lasagne mit Tomatensoße,,2026-09-01T06:57:07
2026-09-01-syv,qwen3.8-27b,Risotto,chefkoch,7,4,3,0.571,0,7.8,,Risotto alla milanese,,2026-09-01T06:57:07
2026-09-01-syv,qwen3.8-27b,Gulasch,chefkoch,14,8,6,0.571,0,11.4,,Hirschgulasch,,2026-09-01T06:57:07
2026-09-01-syv,qwen3.8-27b,Bratkartoffeln,chefkoch,2,2,0,1.000,0,1.8,,Knusprige Bratkartoffeln nach Muttis Rezept,,2026-09-01T06:57:07
2026-09-01-syv,qwen3.8-27b,Kaiserschmarrn,chefkoch,8,8,0,1.000,0,1.9,,Kaiserschmarrn - Tiroler Landgasthofrezept,,2026-09-01T06:57:07
2026-09-01-syv,qwen3.8-27b,Hühnerfrikassee,chefkoch,11,9,2,0.818,0,12.7,,Hühnerfrikassee,,2026-09-01T06:57:07
2026-09-01-syv,qwen3.8-27b,Auflauf,chefkoch,10,8,2,0.800,0,6.8,,Gyros-Nudelauflauf in Metaxasoße,,2026-09-01T06:57:07
2026-09-01-syv,qwen3.8-27b,Salat,chefkoch,7,6,1,0.857,0,4.2,,KFC Coleslaw,,2026-09-01T06:57:07
2026-09-01-syv,qwen3.8-27b,Suppe,chefkoch,11,8,3,0.727,0,9.2,,Erbseneintopf nach Bundeswehrrezept,,2026-09-01T06:57:07
2026-09-01-syv,qwen3.8-27b,Eintopf,chefkoch,10,8,2,0.800,0,10.6,,Erbseneintopf nach Bundeswehrrezept,,2026-09-01T06:57:07
2026-09-01-syv,qwen3.8-27b,Salat als ganzer Satz,chefkoch,7,6,1,0.857,0,7.3,,KFC Coleslaw,,2026-09-01T06:57:07
2026-09-01-syv,qwen3.8-27b,Nudeln mit Pesto,chefkoch,7,5,2,0.714,0,6.0,,Spaghetti mit Tomaten-Pesto,,2026-09-01T06:57:07
2026-09-01-syv,qwen3.8-27b,Käse Lauch Suppe,chefkoch,6,6,0,1.000,0,7.4,,Käse-Lauch-Suppe mit Hackfleisch,,2026-09-01T06:57:07
2026-09-01-syv,qwen3.8-27b,Käse-Lauch-Suppe,chefkoch,6,6,0,1.000,0,6.3,,Käse-Lauch-Suppe mit Hackfleisch,,2026-09-01T06:57:07
2026-09-01-syv,qwen3.8-27b,Spagetti Bolognese,chefkoch,11,10,1,0.909,0,10.7,,Die echte Sauce Bolognese,,2026-09-01T06:57:07
2026-09-01-syv,qwen3.8-27b,Kartoffelpürree,chefkoch,10,9,1,0.900,0,12.5,,Schweinefilet auf Süßkartoffelpüree mit Lebkuchenjus und Rosenkohl,,2026-09-01T06:57:07
2026-09-01-syv,qwen3.8-27b,Broccoliauflauf,chefkoch,5,5,0,1.000,0,4.2,,Brokkoliauflauf,,2026-09-01T06:57:07
2026-09-01-syv,qwen3.8-27b,Cordon bleu,chefkoch,4,4,0,1.000,0,5.6,,Cordon bleu - das Original aus der Schweiz,,2026-09-01T06:57:07
2026-09-01-syv,qwen3.8-27b,Schrumpelfrikandel,llm,2,0,2,0.000,0,4.2,,,,2026-09-01T06:57:07
2026-09-01-syv,qwen3.8-27b,Zwuckelpfanne mit Gnubbeln,llm,5,4,1,0.800,0,5.3,,,,2026-09-01T06:57:07
2026-09-01-syv,qwen3.8-27b,Glibberschmarrn,llm,1,1,0,1.000,0,1.0,,,,2026-09-01T06:57:07
2026-09-01-syv,qwen3.8-27b,Ratatouille,recipe,0,10,1,,0,11.0,,,,2026-09-01T06:57:07
2026-09-01-syv,qwen3.8-27b,Quesadillas,recipe,0,3,1,,0,2.5,,,,2026-09-01T06:57:07
2026-09-01-syv,qwen3.8-27b,Kartoffelsalat,recipe,0,5,5,,0,10.4,,,,2026-09-01T06:57:07
2026-09-05-nemotron35,NVIDIA-Nemotron-3.5-Lightning-30B-A3B,Rouladen,chefkoch,13,12,1,0.923,0,8.3,,Rinderrouladen klassisch,Zettel Eval Nemotron 3.5,2026-09-05T08:05:00
2026-09-05-nemotron35,NVIDIA-Nemotron-3.5-Lightning-30B-A3B,Frikadellen,chefkoch,15,12,3,0.800,0,10.7,,Omas beste Frikadellen,Zettel Eval Nemotron 3.5,2026-09-05T08:05:00
2026-09-05-nemotron35,NVIDIA-Nemotron-3.5-Lightning-30B-A3B,Grünkohl mit Pinkel,chefkoch,10,7,3,0.700,0,8.2,,Grünkohl mit Pinkel nach Ammerländer Art,Zettel Eval Nemotron 3.5,2026-09-05T08:05:00
2026-09-05-nemotron35,NVIDIA-Nemotron-3.5-Lightning-30B-A3B,Maultaschen,chefkoch,4,4,0,1.000,0,3.1,,Überbackene Maultaschen,Zettel Eval Nemotron 3.5,2026-09-05T08:05:00
2026-09-05-nemotron35,NVIDIA-Nemotron-3.5-Lightning-30B-A3B,Semmelknödel,chefkoch,4,4,0,1.000,0,3.7,,Serviettenknödel,Zettel Eval Nemotron 3.5,2026-09-05T08:05:00
2026-09-05-nemotron35,NVIDIA-Nemotron-3.5-Lightning-30B-A3B,Königsberger Klopse,chefkoch,15,10,5,0.667,1,9.0,,Königsberger Klopse,Zettel Eval Nemotron 3.5,2026-09-05T08:05:00
2026-09-05-nemotron35,NVIDIA-Nemotron-3.5-Lightning-30B-A3B,Sauerbraten,chefkoch,7,5,2,0.714,0,3.8,,Rindsschmorbraten mit Essig und Rahm,Zettel Eval Nemotron 3.5,2026-09-05T08:05:00
2026-09-05-nemotron35,NVIDIA-Nemotron-3.5-Lightning-30B-A3B,Rotkohl,chefkoch,11,7,4,0.636,0,7.1,,"Blaukraut oder Rotkohl, klassisch",Zettel Eval Nemotron 3.5,2026-09-05T08:05:00
2026-09-05-nemotron35,NVIDIA-Nemotron-3.5-Lightning-30B-A3B,Chili con Carne,chefkoch,11,9,2,0.818,0,7.1,,Chili con Carne à la Benjo,Zettel Eval Nemotron 3.5,2026-09-05T08:05:00
2026-09-05-nemotron35,NVIDIA-Nemotron-3.5-Lightning-30B-A3B,Moussaka,chefkoch,12,11,1,0.917,0,7.0,,Moussaka,Zettel Eval Nemotron 3.5,2026-09-05T08:05:00
2026-09-05-nemotron35,NVIDIA-Nemotron-3.5-Lightning-30B-A3B,Gnocchi mit Salbeibutter,chefkoch,4,3,1,0.750,0,3.4,,Selbstgemachte Gnocchi in Salbei-Butter,Zettel Eval Nemotron 3.5,2026-09-05T08:05:00
2026-09-05-nemotron35,NVIDIA-Nemotron-3.5-Lightning-30B-A3B,Shakshuka,chefkoch,7,6,1,0.857,0,4.1,,Shakshuka,Zettel Eval Nemotron 3.5,2026-09-05T08:05:00
2026-09-05-nemotron35,NVIDIA-Nemotron-3.5-Lightning-30B-A3B,Paella,chefkoch,12,8,4,0.667,0,0.1,,Paella mit Meeresfrüchten,Zettel Eval Nemotron 3.5,2026-09-05T08:05:00
2026-09-05-nemotron35,NVIDIA-Nemotron-3.5-Lightning-30B-A3B,Quiche Lorraine,chefkoch,8,8,0,1.000,0,5.2,,Majas Quiche Lorraine in verschiedenen Variationen,Zettel Eval Nemotron 3.5,2026-09-05T08:05:00
2026-09-05-nemotron35,NVIDIA-Nemotron-3.5-Lightning-30B-A3B,Tortilla Espanola,chefkoch,2,2,0,1.000,0,1.9,,Tortilla Espanola,Zettel Eval Nemotron 3.5,2026-09-05T08:05:00
2026-09-05-nemotron35,NVIDIA-Nemotron-3.5-Lightning-30B-A3B,Pho Bo,chefkoch,18,12,6,0.667,0,9.4,,Pho Bo - Vietnamesische Rindfleischsuppe,Zettel Eval Nemotron 3.5,2026-09-05T08:05:00
2026-09-05-nemotron35,NVIDIA-Nemotron-3.5-Lightning-30B-A3B,Bibimbap,chefkoch,7,7,0,1.000,0,4.8,,Bibimbap nach Art des Hauses,Zettel Eval Nemotron 3.5,2026-09-05T08:05:00
2026-09-05-nemotron35,NVIDIA-Nemotron-3.5-Lightning-30B-A3B,Pad Thai,chefkoch,14,11,3,0.786,0,8.0,,Pad Thai,Zettel Eval Nemotron 3.5,2026-09-05T08:05:00
2026-09-05-nemotron35,NVIDIA-Nemotron-3.5-Lightning-30B-A3B,Ramen,chefkoch,15,12,3,0.800,0,8.7,,Ramen – Japanische Nudelsuppe mit Hühnerbrühe und Schweinefilet,Zettel Eval Nemotron 3.5,2026-09-05T08:05:00
2026-09-05-nemotron35,NVIDIA-Nemotron-3.5-Lightning-30B-A3B,Tom Kha Gai,chefkoch,13,9,4,0.692,0,6.2,,Tom Kha Gai - die berühmte Hühnersuppe mit Kokosmilch und Galgant,Zettel Eval Nemotron 3.5,2026-09-05T08:05:00
2026-09-05-nemotron35,NVIDIA-Nemotron-3.5-Lightning-30B-A3B,Massaman Curry,chefkoch,13,12,1,0.923,0,8.3,,Annas Massaman-Curry,Zettel Eval Nemotron 3.5,2026-09-05T08:05:00
2026-09-05-nemotron35,NVIDIA-Nemotron-3.5-Lightning-30B-A3B,Okonomiyaki,chefkoch,3,3,0,1.000,0,5.6,,Okonomiyaki Osaka-Style,Zettel Eval Nemotron 3.5,2026-09-05T08:05:00
2026-09-05-nemotron35,NVIDIA-Nemotron-3.5-Lightning-30B-A3B,Gemüselasagne,chefkoch,14,13,1,0.929,0,11.7,,Vegetarische Spinat-Gemüse-Lasagne mit Tomatensoße,Zettel Eval Nemotron 3.5,2026-09-05T08:05:00
2026-09-05-nemotron35,NVIDIA-Nemotron-3.5-Lightning-30B-A3B,Kichererbsencurry,chefkoch,9,7,2,0.778,0,7.9,,Kichererbsen-Curry Chana Masala,Zettel Eval Nemotron 3.5,2026-09-05T08:05:00
